Town,County,Latitude,Longitude,Elevation,Population
Drummurphy,Donegal,54.7855556,-7.6308333,259,2605
Drumnacross,Donegal,54.8669444,-7.7675,347,2314
Drumnacross,Donegal,55.0588889,-7.3488889,114,7950
Drumnadart,Donegal,54.6566667,-8.3052778,42,1608
Drumnaha,Donegal,54.8905556,-8.1466667,475,2311
Drumnakilly,Donegal,54.6477778,-8.3041667,3,1608
Drumnasade,Donegal,55.2238889,-7.1486111,360,2266
Drumoake Bridge,Donegal,54.5852778,-8.1394444,104,1712
Drumoghill,Donegal,54.9369444,-7.5936111,285,2110
Drumveagh,Donegal,54.6413889,-8.5963889,246,1737
Drunickory,Donegal,54.5958333,-8.1355556,85,1712
Dun Cionnaola,Donegal,54.6308333,-8.3705556,3,1617
Dún Cionnaola,Donegal,54.6308333,-8.3705556,3,1617
Dun Damh,Donegal,55.2666667,-7.5,88,1318
Dún Damh,Donegal,55.2666667,-7.5,88,1318
Dun Fionnachaidh,Donegal,55.1833333,-7.9666667,52,1383
Dún Fionnachaidh,Donegal,55.1833333,-7.9666667,52,1383
Dun Luiche,Donegal,55.0166667,-8.1,515,2304
Dún Lúiche,Donegal,55.0166667,-8.1,515,2304
Dun na nGall,Donegal,54.65,-8.1166667,78,2115
Dún na nGall,Donegal,54.65,-8.1166667,78,2115
Dunaff,Donegal,55.2666667,-7.5,88,1318
Dunfanaghy,Donegal,55.1833333,-7.9666667,52,1383
Dungloe,Donegal,54.9511111,-8.3591667,452,1931
Dunglow,Donegal,54.9511111,-8.3591667,452,1931
Dunkineely,Donegal,54.6308333,-8.3705556,3,1617
Dunlewy,Donegal,55.0166667,-8.1,515,2304
Dunmuckrum,Donegal,54.4861111,-8.2147222,196,1714
Dunnaloo,Donegal,54.7861111,-7.5583333,173,2873
Durnesh,Donegal,54.5697222,-8.1738889,246,1490
Eanybeg Bridge,Donegal,54.6880556,-8.2394444,141,2233
Eanymore Bridge,Donegal,54.6813889,-8.24,157,2233
East Town,Donegal,55.2580556,-8.2061111,0,0
Edergole Bridge,Donegal,54.7294444,-8.0461111,324,2321
Edernishfree,Donegal,54.9911111,-8.4313889,6,908
Effickmore,Donegal,55.2327778,-7.4566667,902,2217
Ellistrin,Donegal,54.9963889,-7.73,282,2307
Fahan,Donegal,55.0886111,-7.4741667,0,1339
Fahan,Donegal,55.2830556,-7.2269444,104,2193
Falcaragh,Donegal,55.1333333,-8.1,187,1364
Falcarragh,Donegal,55.1333333,-8.1,187,1364
Fallask,Donegal,55.1797222,-7.4069444,377,2296
Falmore,Donegal,55.2486111,-7.0858333,272,2115
Falprobog,Donegal,55.2808333,-7.4991667,32,1318
Fathain,Donegal,55.0886111,-7.4741667,0,1339
Faugher,Donegal,55.1727778,-7.9166667,82,1218
Fegart,Donegal,55.2927778,-7.3105556,0,1799
Fern Hill,Donegal,55.0508333,-7.7422222,190,2262
Figart,Donegal,54.8572222,-7.6325,196,2314
Finmore Bridge,Donegal,54.6475,-7.9977778,577,2326
Finnabanes,Donegal,54.6711111,-8.0358333,295,2324
Fintown,Donegal,54.8705556,-8.1133333,557,2314
Flemings Town,Donegal,54.8822222,-7.6708333,452,2310
Fort Stewart,Donegal,55.0191667,-7.5927778,0,1532
Fort Stewart House,Donegal,55.0191667,-7.5927778,0,1532
Galdonagh,Donegal,54.9430556,-7.5719444,305,2246
Gaoth Dobhair,Donegal,55.0502778,-8.2319444,160,2301
Garrygort,Donegal,55.1013889,-7.6727778,465,2008
Garrynabullogy,Donegal,55.1605556,-7.4719444,121,1453
Garvagh,Donegal,54.7075,-8.0266667,400,2324
Gay Town,Donegal,55.1063889,-8.1358333,275,1979
Glacknabrade,Donegal,55.3147222,-7.2766667,249,1874
Glashagh,Donegal,54.8541667,-8.0308333,557,2314
Glasmullan,Donegal,55.2144444,-7.4122222,492,2256
Glasnagh,Donegal,55.26,-7.6686111,219,882
Gleann Cholm Cille,Donegal,54.7,-8.7166667,889,1655
Gleann Domhain,Donegal,54.9694444,-7.9583333,495,2307
Glen,Donegal,55.1255556,-7.8113889,419,1893
Glen,Donegal,55.0491667,-7.6705556,121,2208
Glencarn,Donegal,55.0441667,-7.6566667,85,2058
Glencaw,Donegal,55.1505556,-7.2025,429,1509
Glencolumbkille,Donegal,54.7,-8.7166667,889,1655
Glendooskert,Donegal,55.3336111,-7.1825,9,726
Glendorragha,Donegal,54.7808333,-8.5155556,3,1583
Glendowan,Donegal,54.9694444,-7.9583333,495,2307
Gleneely,Donegal,54.7666667,-7.6833333,436,2510
Glengesh,Donegal,54.7408333,-8.4469444,574,2155
Glenkeo,Donegal,55.1569444,-7.8047222,183,1893
Glenmaquin,Donegal,54.9055556,-7.6661111,344,2309
Glenmore Bridge,Donegal,54.5572222,-7.8966667,393,2138
Glenoughty,Donegal,54.9213889,-7.7419444,475,2310
Glenree,Donegal,55.1527778,-7.8263889,65,1893
Glensmill,Donegal,54.9694444,-7.5302778,406,2119
Glenties,Donegal,54.7975,-8.2825,285,2315
Glentogher,Donegal,55.2102778,-7.2588889,511,2180
Glenvar,Donegal,55.1561111,-7.5991667,354,1940
Glinsk,Donegal,55.2086111,-7.7819444,164,1115
Gort an Choirce,Donegal,55.1166667,-8.1333333,239,1979
Gortahork,Donegal,55.1166667,-8.1333333,239,1979
Gortahork,Donegal,54.7588889,-7.7505556,511,2393
Gortaway,Donegal,55.0341667,-7.5883333,19,1532
Gortin,Donegal,54.8580556,-7.5238889,22,2479
Gortlee,Donegal,54.955,-7.7255556,167,2310
Gortlush,Donegal,54.9966667,-7.4608333,291,2300
Gortnabrade,Donegal,55.1644444,-7.7725,275,2076
Gortnalughoge,Donegal,55.2341667,-7.7952778,0,914
Gortree,Donegal,54.9766667,-7.5269444,377,2119
Graffy,Donegal,54.8119444,-8.1688889,511,2315
Graffy,Donegal,54.7727778,-7.5644444,265,2873
Greenan Bridge,Donegal,54.7247222,-8.0408333,216,2321
Gweedore,Donegal,55.0502778,-8.2319444,160,2301
Harpers Town,Donegal,54.7688889,-7.6602778,406,2605
Heatheryhill,Donegal,54.9155556,-7.5530556,987,2311
High Town,Donegal,54.805,-7.6433333,127,2316
Hill Head,Donegal,55.1213889,-7.4258333,255,1934
Holmess Town,Donegal,54.8230556,-7.6311111,295,2316
Holmess Town,Donegal,54.8230556,-7.6311111,295,2316
Illies,Donegal,55.1483333,-7.3319444,492,2297
Imlick,Donegal,54.9713889,-7.4163889,9,11802
Inbhear,Donegal,54.6519444,-8.2833333,3,1641
Inch,Donegal,55.0702778,-7.4805556,3,1626
Inishnaneill,Donegal,55.2330556,-7.2763889,236,2180
Inver,Donegal,54.6519444,-8.2833333,3,1641
Irineragh,Donegal,54.9511111,-7.6636111,91,2103
Jackstown,Donegal,55.0286111,-8.2711111,3,2280
Keelogs,Donegal,54.6413889,-8.3563889,3,1617
Keenagh,Donegal,55.345,-7.3144444,219,1223
Kerrykeel,Donegal,55.1333333,-7.65,416,1934
Kilcaddan,Donegal,54.7930556,-7.7141667,196,2315
Kilcar,Donegal,54.6338889,-8.5933333,246,1737
Kilcasey,Donegal,54.6527778,-8.5947222,246,1737
Kilclooney,Donegal,54.8241667,-8.4344444,3,1641
Kildaragh,Donegal,55.1419444,-7.9808333,833,2091
Kildoney,Donegal,54.5230556,-8.2558333,3,810
Kilgoly,Donegal,54.7111111,-8.6955556,994,1706
Killea,Donegal,54.9794444,-7.4125,206,11802
Killindarragh,Donegal,54.8186111,-7.5125,88,2828
Killurtan,Donegal,54.5855556,-8.4372222,0,841
Killybegs,Donegal,54.6333333,-8.45,0,1682
Killyclug,Donegal,54.9755556,-7.7738889,498,2307
Killygordon,Donegal,54.8,-7.6833333,144,2316
Killyverry,Donegal,54.9919444,-7.5419444,157,1900
Kilmacrenan,Donegal,55.0308333,-7.7791667,232,2304
Kilmacrennan,Donegal,55.0308333,-7.7791667,232,2304
Kilmonaster,Donegal,54.8233333,-7.5772222,226,2495
Kilrean,Donegal,54.7805556,-8.3175,262,2318
Kilross,Donegal,54.8347222,-7.7452778,410,2314
Kincashla,Donegal,55.0166667,-8.3833333,68,1161
Kincaslough,Donegal,55.0166667,-8.3833333,68,1161
Kincasslagh,Donegal,55.0166667,-8.3833333,68,1161
Kindroghed,Donegal,55.2627778,-7.1338889,252,1793
Kindrohid,Donegal,55.2780556,-7.4644444,370,1318
Kindrum,Donegal,55.2238889,-7.6997222,324,1577
Kindrum More,Donegal,55.2238889,-7.6997222,324,1577
Kingarrow,Donegal,54.9,-8.0383333,682,2311
Kinnagoe,Donegal,55.1636111,-7.4036111,419,2297
Kinnakillew,Donegal,54.7177778,-8.7011111,616,1706
Knockbrack,Donegal,54.9133333,-7.6830556,400,2310
Knockfola,Donegal,55.1422222,-8.28,242,1031
Knockletteragh,Donegal,54.8363889,-8.0713889,997,2314
Lackan,Donegal,54.6402778,-8.055,249,2297
Lackcrom,Donegal,54.7033333,-8.1177778,643,2245
Laconnell,Donegal,54.7602778,-8.4997222,629,1830
Lagacurry,Donegal,55.31,-7.3397222,170,1426
Laghy,Donegal,54.6166667,-8.1,150,2133
Lagnadaraugh,Donegal,55.0508333,-7.3866667,6,4964
Laheen,Donegal,54.5377778,-8.1388889,1053,2332
Larganreagh,Donegal,55.1991667,-7.83,104,1501
Largy,Donegal,54.6294444,-8.5127778,0,1709
Leaght,Donegal,54.8161111,-7.6475,209,2316
Leahgarrow,Donegal,54.9902778,-8.5025,160,464
Legland,Donegal,54.8727778,-7.7680556,387,2314
Legnahoory,Donegal,55.036111,-7.8047222,360,2304
Lehardan,Donegal,55.1430556,-7.5644444,246,1401
Leifear,Donegal,54.8319444,-7.4836111,42,3175
Leitir Ceanainn,Donegal,54.95,-7.7333333,173,2310
Leitir Mhic an Bhaird,Donegal,54.8480556,-8.3163889,134,2194
Lemacraig,Donegal,54.5691667,-7.8552778,393,2057
Lenamore,Donegal,55.0544444,-7.3133333,13,10103
Lenan,Donegal,55.2505556,-7.5158333,347,845
Lenankeel,Donegal,55.2405556,-7.5161111,564,1256
Lergynasearhagh,Donegal,54.7241667,-8.5641667,508,2064
Leslie Hill,Donegal,54.9358333,-7.6263889,203,2103
Letterbarra,Donegal,54.6905556,-8.1816667,246,2150
Lettergull,Donegal,54.8958333,-7.5275,45,2319
Letterkenny,Donegal,54.95,-7.7333333,173,2310
Letterkilley,Donegal,54.7944444,-7.9963889,695,2315
Letterleague,Donegal,54.9202778,-7.7822222,465,2310
Lettermacaward,Donegal,54.8480556,-8.3163889,134,2194
Lettermakenny,Donegal,54.8283333,-7.7872222,1440,2315
Lettermore,Donegal,54.7116667,-8.2422222,209,2321
Lifford,Donegal,54.8319444,-7.4836111,42,3175
Limestone Brook Bridge,Donegal,54.6852778,-8.0708333,167,2315
Linsfort,Donegal,55.1719444,-7.4972222,95,1831
Lisavaddy,Donegal,54.6563889,-8.3522222,213,1617
Lisclamer,Donegal,54.925,-7.6097222,344,2110
Liscooly,Donegal,54.7994444,-7.6427778,150,2316
Liscooly Bridge,Donegal,54.7966667,-7.6422222,150,2316
Lismoghry,Donegal,54.9377778,-7.5511111,472,2246
Listack,Donegal,54.9105556,-7.7705556,498,2311
Listicall,Donegal,54.9680556,-7.4752778,193,2300
Loch an Iuir,Donegal,54.9972222,-8.2908333,6,2307
Loch an Iúir,Donegal,54.9972222,-8.2908333,6,2307
Losset,Donegal,55.0316667,-7.8827778,531,2304
Lough Nakey,Donegal,55.0708333,-7.6861111,209,2208
Loughanure,Donegal,54.9972222,-8.2908333,6,2307
Lougheraherk,Donegal,54.7438889,-8.6377778,1440,1955
Loughfad Hill,Donegal,54.8158333,-8.4066667,6,1977
Loughros,Donegal,55.0730556,-7.6716667,249,2208
Lubber,Donegal,54.9705556,-7.7063889,236,2161
Luddan,Donegal,55.1161111,-7.4511111,488,1934
Lurganboy,Donegal,55.1233333,-7.5883333,360,1940
Maas,Donegal,54.8319444,-8.3611111,78,2240
Maas Lower,Donegal,54.8333333,-8.3666667,39,2240
Maas Upper,Donegal,54.8333333,-8.35,157,2240
Magh,Donegal,55.0666667,-7.2666667,3,10496
Maghera,Donegal,54.7625,-8.5252778,396,1583
Magherabane,Donegal,55.2055556,-7.5172222,433,1282
Magherabeg,Donegal,54.9694444,-7.6125,341,1855
Magheraboy,Donegal,54.7744444,-7.6538889,328,2605
Magheraboy,Donegal,55.2113889,-7.3938889,531,2256
Magheradrumman,Donegal,55.2497222,-7.6644444,226,1514
Magheralahan,Donegal,55.1358333,-7.2275,364,2006
Magheramore,Donegal,55.2583333,-7.3588889,462,1898
Maghery,Donegal,54.9294444,-8.4419444,206,882
Mainear Ui Chuinneagain,Donegal,54.95,-7.6166667,295,2110
Mainéar Uí Chuinneagáin,Donegal,54.95,-7.6166667,295,2110
Malainn,Donegal,55.3,-7.2666667,101,1874
Málainn,Donegal,55.3,-7.2666667,101,1874
Malin,Donegal,55.3,-7.2666667,101,1874
Malin Beg,Donegal,54.6686111,-8.7847222,0,910
Malin More,Donegal,54.695,-8.7736111,616,910
Manners Town,Donegal,55.0213889,-7.4044444,101,9590
Manners Town,Donegal,55.0213889,-7.4044444,101,9590
Manorcunningham,Donegal,54.95,-7.6166667,295,2110
Marble Hill,Donegal,55.1741667,-7.9027778,3,970
Masiness,Donegal,55.1283333,-7.9130556,124,1674
Meananeary,Donegal,54.7019444,-8.6091667,262,2310
Meenachallow,Donegal,54.7833333,-8.2716667,347,2318
Meenaclady,Donegal,55.1408333,-8.2222222,111,1275
Meenacross,Donegal,54.7247222,-8.6513889,849,1955
Meenacross,Donegal,54.9077778,-8.3822222,0,1304
Meenacung,Donegal,55.0455556,-8.1919444,209,2300
Meenadeeny,Donegal,54.8183333,-8.2541667,439,2315
Meenadreen,Donegal,54.7194444,-8.6638889,1072,1955
Meenagolan,Donegal,54.6938889,-8.3461111,1371,2243
Meenagolan,Donegal,54.7338889,-7.7455556,482,2822
Meenanalbany,Donegal,54.9786111,-8.3805556,104,1623
Meenasrona,Donegal,54.8708333,-7.9475,583,2314
Meenasrona,Donegal,54.7297222,-7.7883333,465,2810
Meenataggart,Donegal,54.7202778,-8.1241667,629,2321
Meenatotan,Donegal,54.9333333,-8.2916667,364,2178
Meenavean,Donegal,54.6736111,-8.6891667,1683,2087
Meenaward,Donegal,55.1883333,-7.4188889,367,2209
Meenawogary,Donegal,54.7386111,-7.7094444,521,2822
Meencorwick,Donegal,54.9844444,-8.2419444,482,2307
Meendarragh,Donegal,55.0963889,-8.0983333,380,2122
Meendoran,Donegal,55.2380556,-7.3830556,337,2256
Meenlaragh,Donegal,55.1447222,-8.1866667,68,1154
Meenmore,Donegal,54.9588889,-8.3911111,0,1623
Meennaraha,Donegal,54.5761111,-7.9638889,515,2390
Meentullynagarn,Donegal,54.6994444,-8.4041667,324,2254
Meentullynagarn Bridge,Donegal,54.6927778,-8.4002778,236,2254
Meenybraddan,Donegal,54.7197222,-8.3016667,501,2321
Meenychanon,Donegal,54.6619444,-8.5633333,518,1758
Meenyollan,Donegal,55.2027778,-7.2816667,508,2296
Melmore,Donegal,55.2419444,-7.7958333,0,914
Mid Town,Donegal,55.1347222,-7.7022222,0,1856
Middletown,Donegal,55.0741667,-8.2722222,229,2170
Milford,Donegal,55.0880556,-7.6988889,226,2008
Mill Town,Donegal,54.9802778,-7.5338889,209,2119
Millford,Donegal,55.0880556,-7.6988889,226,2008
Millmount,Donegal,55.1219444,-8.1097222,209,2122
Milltown,Donegal,54.6408333,-8.3888889,3,1691
Milltown,Donegal,54.6530556,-8.2586111,45,1641
Milltown,Donegal,54.8480556,-7.6197222,193,2315
Milltown,Donegal,55.16,-7.59,259,1940
Milltown,Donegal,55.0233333,-7.4761111,196,2021
Milltown,Donegal,55.2338889,-7.1544444,255,2266
Min an Labain,Donegal,54.9833333,-7.8666667,242,2307
Mín an Lábáin,Donegal,54.9833333,-7.8666667,242,2307
Min Larach,Donegal,55.1447222,-8.1866667,68,1154
Mín Lárach,Donegal,55.1447222,-8.1866667,68,1154
Mitchells Town,Donegal,55.0919444,-7.2386111,0,3621
Moin Searlas,Donegal,54.6463889,-8.1955556,19,1577
Moin Séarlas,Donegal,54.6463889,-8.1955556,19,1577
Monargan Glebe,Donegal,54.7561111,-8.3897222,288,2201
Moneyhaughly,Donegal,54.9741667,-7.5897222,262,1855
Moneylagan,Donegal,54.9958333,-7.7722222,259,2307
Monglass,Donegal,54.9788889,-7.4444444,39,5164
Moress,Donegal,55.0730556,-7.4827778,3,1626
Mossedge,Donegal,55.3291667,-7.3097222,249,1799
Mountcharles,Donegal,54.6463889,-8.1955556,19,1577
Moville,Donegal,55.1833333,-7.05,0,1334
Moyagh,Donegal,55.055,-7.7061111,180,2208
Moyne Bridge,Donegal,54.6347222,-8.0591667,291,2297
Muckros,Donegal,54.6130556,-8.5811111,0,803
Muff,Donegal,55.0666667,-7.2666667,3,10496
Muineagh,Donegal,55.1941667,-7.5302778,0,1282
Mullagharry,Donegal,55.2008333,-7.5272222,203,1282
Mullan,Donegal,55.1319444,-7.8477778,9,1705
Mullanacross,Donegal,54.5891667,-8.1627778,55,1712
Mullanasole,Donegal,54.605,-8.135,36,1712
Mullanmore,Donegal,54.7927778,-8.2377778,360,2315
Mullenieran Bridge,Donegal,54.7897222,-8.2888889,242,2318
Mullingar,Donegal,54.8052778,-7.6763889,232,2316
Mulnamin,Donegal,54.8319444,-8.3238889,452,2314
Muntermellan,Donegal,55.1988889,-7.9613889,0,1383
Murlas Bridge,Donegal,54.6538889,-8.1380556,0,1821
Na Ceala Beaga,Donegal,54.6333333,-8.45,0,1682
Na Cealla Beaga,Donegal,54.6333333,-8.45,0,1682
Na Dunaibh,Donegal,55.1969444,-7.8522222,160,1147
Na Dúnaibh,Donegal,55.1969444,-7.8522222,160,1147
Na Gleannta,Donegal,54.7975,-8.2825,285,2315
Naran,Donegal,54.8394444,-8.4733333,42,742
Narin,Donegal,54.8394444,-8.4733333,42,742
Navenny,Donegal,54.7955556,-7.7727778,219,2315
Newmills,Donegal,54.9291667,-7.8072222,255,2310
Newtown Cunningham,Donegal,54.9963889,-7.5191667,121,2119
Old Mountain,Donegal,55.1980556,-7.4936111,675,1831
Old Town,Donegal,54.9419444,-7.7411111,246,2310
Old Town,Donegal,55.0761111,-7.6138889,29,1656
Oldtown,Donegal,55.1155556,-8.1069444,252,2122
Owenea Bridge,Donegal,54.7763889,-8.41,75,2201
Parknatomogard,Donegal,54.9697222,-8.3388889,337,2158
Pensylvania,Donegal,55.1761111,-7.1641667,436,1887
Plaster,Donegal,54.9838889,-7.5272222,252,2119
Pluck,Donegal,54.9411111,-7.6405556,141,2103
Port,Donegal,54.7477778,-8.6983333,652,1706
Port,Donegal,54.64,-8.3069444,0,1608
Port,Donegal,55.1647222,-7.9777778,807,2091
Port an tSalainn,Donegal,55.2,-7.6166667,0,1464
Port na Blaiche,Donegal,55.1780556,-7.9294444,137,1218
Port na Bláiche,Donegal,55.1780556,-7.9294444,137,1218
Portleen,Donegal,55.0580556,-7.7308333,209,2262
Portnablagh,Donegal,55.1780556,-7.9294444,137,1218
Portnablahy,Donegal,55.1780556,-7.9294444,137,1218
Portnoo,Donegal,54.8425,-8.4666667,19,742
Portsalon,Donegal,55.2,-7.6166667,0,1464
Pound Town,Donegal,55.2072222,-6.9861111,0,1601
Priesttown,Donegal,54.8158333,-7.9569444,541,2315
Race End,Donegal,55.0108333,-7.7230556,282,2304
Ramelton,Donegal,55.0333333,-7.6333333,200,1920
Raneany Bridge,Donegal,54.6219444,-8.0680556,255,2298
Raneely,Donegal,54.6091667,-8.2927778,0,739
Raphoe,Donegal,54.8747222,-7.5983333,272,2315
Rareagh Upper,Donegal,54.9072222,-7.7919444,482,2311
Rashadoge,Donegal,54.9372222,-7.8394444,272,2310
Rashenny,Donegal,55.2783333,-7.3441667,265,1898
Rath Bhoth,Donegal,54.8747222,-7.5983333,272,2315
Ráth Bhoth,Donegal,54.8747222,-7.5983333,272,2315
Rath Maolain,Donegal,55.0938889,-7.5402778,0,1048
Ráth Maoláin,Donegal,55.0938889,-7.5402778,0,1048
Rath Mealtain,Donegal,55.0333333,-7.6333333,200,1920
Ráth Mealtain,Donegal,55.0333333,-7.6333333,200,1920
Rathglass,Donegal,54.4733333,-8.2341667,101,1714
Rathmelton,Donegal,55.0333333,-7.6333333,200,1920
Rathmullan,Donegal,55.0938889,-7.5402778,0,1048
Rathmullen,Donegal,55.0938889,-7.5402778,0,1048
Raws Lower,Donegal,54.7605556,-7.6011111,498,2655
Ray,Donegal,55.1463889,-8.0555556,200,1680
Ray,Donegal,55.0352778,-7.7216667,246,2304
Ray,Donegal,55.0741667,-7.5972222,0,1656
Raymoghy,Donegal,54.9461111,-7.6202778,295,2110
Red Bridges,Donegal,54.6647222,-8.1305556,154,1821
Ringsend,Donegal,54.7947222,-7.5913889,170,2327
Rockhill,Donegal,54.5708333,-8.1130556,485,2260
Rocking Stone,Donegal,55.1233333,-8.1647222,68,1979
Rocktown,Donegal,54.9144444,-7.6111111,472,2310
Roeckrow,Donegal,54.7052778,-8.45,810,2234
Roosky,Donegal,54.9922222,-7.4791667,193,2300
Roosky,Donegal,55.0933333,-7.4352778,479,1934
Roosky,Donegal,55.1438889,-7.1663889,0,1066
Roosky Upper,Donegal,54.8263889,-7.6636111,262,2316
Rosapenna,Donegal,55.1869444,-7.8236111,3,1501
Rosnakill,Donegal,55.1833333,-7.6833333,137,1827
Rossbeg,Donegal,54.8172222,-8.5152778,0,931
Rossblaney,Donegal,55.1822222,-7.6927778,0,1827
Rossbrackan,Donegal,54.9516667,-7.6372222,173,2103
Rossgeir,Donegal,54.8491667,-7.5002778,19,2479
Rossillybeg,Donegal,54.6147222,-8.1247222,52,2133
Rossmore,Donegal,54.6261111,-8.1188889,72,2115
Rossnakill,Donegal,55.1833333,-7.6833333,137,1827
Rossnowlagh,Donegal,54.5688889,-8.2105556,131,934
Rossnowlagh Lower,Donegal,54.5688889,-8.2105556,131,934
Rossnowlagh Upper,Donegal,54.5533333,-8.1986111,275,1490
Saint Catherines,Donegal,54.6241667,-8.4627778,3,794
Saint Johnston,Donegal,54.9333333,-7.45,3,4363
Saint Johnstown,Donegal,54.9333333,-7.45,3,4363
Sallybrook,Donegal,54.9588889,-7.5691667,308,1900
Sandfield,Donegal,54.8027778,-8.4475,3,1641
Seacor,Donegal,54.9380556,-7.9016667,259,2310
Seedagh,Donegal,55.1861111,-7.7327778,0,1733
Sessiagh,Donegal,55.24,-7.7377778,82,1261
Shallogan,Donegal,54.8366667,-8.2219444,882,2314
Shalwy,Donegal,54.6241667,-8.5313889,0,817
Shanaghan,Donegal,54.7680556,-8.45,114,2062
Shanbally,Donegal,55.1552778,-7.9766667,1194,2091
Shannagh,Donegal,54.5927778,-8.0541667,341,2298
Shellbrook,Donegal,55.0225,-7.5833333,0,1431
Sheskinapoll,Donegal,54.9102778,-7.5747222,751,2311
Single Street,Donegal,54.4830556,-8.2641667,3,1245
Slievebane,Donegal,55.3691667,-7.3375,68,871
Sockar,Donegal,54.9844444,-7.8377778,449,2307
Soppog,Donegal,55.0647222,-7.3211111,206,10103
Speenoge,Donegal,55.0394444,-7.4283333,249,4180
Srath,Donegal,55.1458333,-7.2872222,990,2255
Srath an Urlair,Donegal,54.8,-7.7666667,193,2315
Srath an Urláir,Donegal,54.8,-7.7666667,193,2315
Straboy,Donegal,54.7455556,-8.6225,515,2043
Stracashel,Donegal,54.8177778,-8.1852778,498,2315
Strahack,Donegal,55.0769444,-7.4886111,29,1626
Straid,Donegal,55.265,-7.4286111,173,1548
Straleel,Donegal,54.6802778,-8.6269444,328,2257
Straleel North,Donegal,54.6902778,-8.6402778,839,2257
Stralongford,Donegal,54.8888889,-7.7511111,518,2311
Stranabrooey,Donegal,55.0919444,-8.2666667,249,1799
Stranagappoge,Donegal,55.1747222,-7.2372222,597,2271
Stranagartan,Donegal,54.7336111,-8.6105556,616,2043
Stranarva,Donegal,54.9905556,-8.2622222,770,2307
Stranorlar,Donegal,54.8,-7.7666667,193,2315
Straruddan,Donegal,55.2505556,-7.1497222,82,1793
Straths Bridge,Donegal,55.2741667,-7.3172222,131,1989
Stravally,Donegal,54.7294444,-8.5477778,498,2064
Streams Town,Donegal,55.1291667,-7.7166667,32,1840
Streams Town,Donegal,55.1291667,-7.7166667,32,1840
Swillybrin,Donegal,55.1494444,-7.9488889,108,1922
Tamney,Donegal,55.2,-7.6833333,167,1827
Tangaveane,Donegal,54.7927778,-8.1716667,695,2315
Taughboy,Donegal,54.7536111,-7.8344444,498,2429
Tawny,Donegal,54.6244444,-8.6008333,62,804
Tawny,Donegal,55.2,-7.6833333,167,1827
Teelin,Donegal,54.6347222,-8.6416667,0,1616
Templemoyle,Donegal,55.2852778,-7.2125,32,2193
Termon,Donegal,55.0491667,-7.8163889,488,2301
The Point,Donegal,55.1722222,-7.7366667,29,1733
Thompsons Town,Donegal,55.0780556,-7.3061111,246,10103
Three Trees,Donegal,55.1136111,-7.2125,0,3621
Tieveborne,Donegal,55.0644444,-7.4291667,22,2583
Tievelough,Donegal,54.8097222,-8.1508333,577,2315
Tirinisk,Donegal,54.7966667,-7.6113889,124,2327
Tober,Donegal,54.9563889,-7.5013889,377,2309
Toberkeen,Donegal,54.9380556,-8.3808333,209,1584
Tonduff,Donegal,54.8275,-7.9477778,446,2315
Tops,Donegal,54.8502778,-7.5980556,278,2315
Treantagh,Donegal,55,-7.8427778,236,2307
Treantagh,Donegal,54.9266667,-7.4875,114,2455
Trooperstown,Donegal,55.0602778,-7.385,36,4964
Tullagh,Donegal,55.1547222,-7.7511111,196,2076
Tullamore,Donegal,54.5211111,-8.1780556,203,2071
Tully,Donegal,54.5119444,-8.0661111,980,2434
Tully,Donegal,54.5552778,-8.063889,1013,2338
Tully Beg,Donegal,54.8041667,-8.3805556,52,1977
Tully More,Donegal,54.7919444,-8.4,22,1977
Tully Rossnakill,Donegal,55.1833333,-7.6833333,137,1827
Tullybegly,Donegal,54.9458333,-7.5919444,223,2110
Tullybrook,Donegal,54.6319444,-8.0788889,203,2297
Tullydush,Donegal,55.1175,-7.3977778,354,2428
Tullykinroe,Donegal,54.54,-7.9066667,364,1700
Tullykonwar,Donegal,54.7575,-8.3038889,498,2318
Tullylark Bridge,Donegal,54.5838889,-7.7833333,971,2801
Tullylinn,Donegal,54.6252778,-7.7155556,475,3296
Tullymore,Donegal,54.5211111,-8.1780556,203,2071
Tullynaglack,Donegal,54.72,-8.2125,259,2321
Tullyonven,Donegal,54.9225,-7.4711111,65,2455
Tullyrap,Donegal,54.8572222,-7.6325,196,2314
Tullyvoos,Donegal,54.6158333,-8.2777778,3,748
Ture,Donegal,55.0855556,-7.2477778,0,3621
Turk,Donegal,55.1666667,-7.3219444,488,2296
